STN,LOCATION
297120,Russia
297240,Russia
297260,Russia
297360,Russia
297520,Russia
297590,Russia
297660,Russia
297680,Russia
297710,Russia
297720,Russia
297890,Russia
298020,Kazakhstan
298070,Kazakhstan
298140,Russia
298270,Russia
298380,Russia
298640,Russia
298660,Russia
298690,Russia
298740,Russia
298760,Russia
299060,Kazakhstan
299230,Russia
299370,Russia
299390,Russia
299560,Russia
299740,Russia
299980,Russia
300280,Russia
300540,Russia
300740,Russia
300890,Russia
301270,Russia
301570,Russia
301730,Russia
301980,Russia
302300,Russia
302520,Russia
303090,Russia
303230,Russia
303280,Russia
303370,Russia
303720,Russia
303850,Russia
303930,Russia
304050,Russia
304330,Russia
304390,Russia
304550,Russia
304930,Russia
304990,Russia
305040,Russia
305210,Russia
305260,Russia
305540,Russia
306030,Russia
306120,Russia
306220,Russia
306270,Russia
306350,Russia
306360,Russia
306370,Russia
306500,Russia
306640,Russia
306730,Russia
306830,Russia
306950,China
307030,Russia
307100,Russia
307310,Russia
307390,Russia
307410,Russia
307450,Russia
307580,Russia
307640,Russia
307770,Russia
307810,Russia
308020,Russia
308150,Russia
308220,Russia
308230,Russia
308290,Russia
308380,Russia
308440,Russia
308460,Russia
308590,Russia
308620,Russia
308790,Russia
309250,Russia
309350,Russia
309490,Russia
309570,Russia
309650,Russia
309750,Russia
310040,Russia
310050,Russia
310110,Russia
310160,Russia
310260,Russia
310410,Russia
310540,Russia
310620,Russia
310870,Unknown
310880,Unknown
310960,Unknown
311020,Russia
311230,Russia
311370,Russia
311520,Russia
311680,Russia
311740,Russia
312530,Russia
312850,Russia
312950,Russia
313000,Russia
313289,Russia
313290,Russia
313480,Russia
313690,Russia
313710,Russia
313880,Russia
314160,Russia
314180,Russia
314390,Russia
314420,Russia
314450,Russia
314740,Russia
314780,Russia
314840,Russia
314890,Russia
315100,Russia
315210,Russia
315270,Russia
315320,Russia
315340,Russia
315380,Russia
315610,Russia
315870,Russia
315940,Russia
316240,Russia
316320,Russia
316550,Russia
316830,Russia
317020,Russia
317070,Russia
317130,Russia
317250,Russia
317330,Russia
317350,Russia
317540,Russia
317700,Unknown
318010,Russia
318250,Russia
318320,Russia
318450,Russia
318660,Unknown
318730,Russia
318780,Russia
319090,Russia
319150,Russia
319210,Russia
319590,Unknown
319600,Russia
319610,Russia
319690,Unknown
319741,Russia
319810,Russia
319811,Russia
319870,Russia
319890,Russia
320100,Russia
320270,Unknown
320530,Russia
320610,Russia
320690,Russia
320760,Unknown
320980,Russia
320990,Russia
321210,Russia
321500,Russia
321650,Unknown
322130,Unknown
322150,Unknown
322520,Russia
322870,Unknown
323330,Russia
323890,Russia
324080,Russia
324110,Unknown
324770,Russia
325090,Russia
325400,Russia
325620,Russia
325830,Unknown
325940,Unknown
326180,Russia
330003,Ukraine
330004,Ukraine
330005,Ukraine
330080,Belarus
330190,Belarus
330270,Belarus
330360,Belarus
330380,Belarus
330410,Belarus
330880,Ukraine
331350,Ukraine
331770,Ukraine
332610,Ukraine
332750,Ukraine
333010,Ukraine
333012,Ukraine
333170,Ukraine
333250,Ukraine
333450,Ukraine
333451,Ukraine
333470,Ukraine
333770,Ukraine
333930,Ukraine
334150,Ukraine
334290,Ukraine
334660,Ukraine
335060,Ukraine
335620,Ukraine
335870,Ukraine
336140,Ukraine
336310,Ukraine
336580,Ukraine
336630,Ukraine
336640,Moldova
336780,Moldova
336790,Moldova
337110,Ukraine
337175,Moldova
337440,Moldova
337450,Moldova
337480,Moldova
337490,Moldova
337540,Moldova
337610,Ukraine
337910,Ukraine
338150,Moldova
338210,Moldova
338290,Moldova
338370,Ukraine
338387,Moldova
338810,Moldova
338830,Moldova
338850,Moldova
338860,Moldova
338920,Moldova
339020,Ukraine
339240,Ukraine
339460,Ukraine
339830,Ukraine
339980,Ukraine
340030,Russia
340090,Russia
340130,Russia
340470,Russia
340560,Russia
340720,Russia
340830,Russia
340980,Russia
341090,Russia
341100,Russia
341220,Russia
341230,Russia
341390,Russia
341460,Russia
341520,Russia
341630,Russia
341710,Russia
341720,Russia
341860,Russia
341990,Russia
342020,Russia
342310,Russia
342380,Russia
342400,Russia
342470,Russia
342530,Russia
342540,Russia
342620,Russia
342670,Russia
342730,Russia
343000,Ukraine
343210,Russia
343360,Russia
343440,Russia
343560,Russia
343570,Russia
343630,Russia
343730,Russia
343910,Russia
343940,Kazakhstan
343980,Kazakhstan
344150,Ukraine
344380,Russia
344450,Russia
344610,Russia
344731,Kazakhstan
344760,Russia
345040,Ukraine
345350,Russia
345450,Russia
345550,Russia
345600,Russia
345780,Russia
345790,Russia
346010,Ukraine
346440,Russia
346460,Russia
346550,Russia
346620,Russia
346910,Kazakhstan
347120,Unknown
347200,Russia
347270,Unknown
347400,Russia
347430,Russia
347590,Russia
347720,Russia
347850,Russia
347980,Kazakhstan
348240,Russia
348380,Russia
348450,Russia
348580,Russia
348610,Russia
348660,Russia
348680,Russia
348800,Russia
348870,Russia
349290,Russia
349490,Russia
349540,Russia
349580,Russia
349750,Russia
349840,Russia
350010,Russia
350070,Russia
350110,Russia
350260,Russia
350370,Russia
350670,Kazakhstan
350675,Kazakhstan
350780,Kazakhstan
350850,Kazakhstan
350920,Kazakhstan
351060,Kazakhstan
351070,Kazakhstan
351080,Kazakhstan
351180,Kazakhstan
351210,Russia
351270,Russia
351380,Russia
351670,Kazakhstan
351730,Kazakhstan
351880,Kazakhstan
352170,Kazakhstan
352290,Kazakhstan
352340,Kazakhstan
352350,Kazakhstan
352830,Kazakhstan
352840,Kazakhstan
353020,Kazakhstan
353150,Kazakhstan
353250,Kazakhstan
353340,Kazakhstan
353440,Kazakhstan
353570,Kazakhstan
353580,Kazakhstan
353610,Kazakhstan
353630,Kazakhstan
353940,Kazakhstan
353942,Russia
353946,Armenia
353948,Armenia
354060,Kazakhstan
354160,Kazakhstan
354260,Kazakhstan
354370,Kazakhstan
354490,Kazakhstan
354750,Kazakhstan
354970,Kazakhstan
354980,Kazakhstan
355220,Kazakhstan
355320,Kazakhstan
355630,Kazakhstan
355760,Kazakhstan
356150,Kazakhstan
356560,Kazakhstan
356620,Kazakhstan
356710,Kazakhstan
356990,Kazakhstan
357000,Kazakhstan
357010,Kazakhstan
357050,Unknown
357460,Kazakhstan
357930,Kazakhstan
357960,Kazakhstan
358160,Kazakhstan
358490,Kazakhstan
358950,Kazakhstan
359250,Kazakhstan
359270,Kazakhstan
359530,Kazakhstan
359690,Kazakhstan
360030,Kazakhstan
360120,Kazakhstan
360150,Kazakhstan
360210,Russia
360220,Russia
360260,Kazakhstan
360340,Russia
360380,Russia
360580,Russia
360610,Russia
360640,Russia
360780,Russia
360830,Russia
360900,Russia
360910,Russia
360920,Russia
360960,Russia
361030,Russia
361040,Russia
361260,Kazakhstan
361520,Kazakhstan
361770,Kazakhstan
361970,Kazakhstan
362080,Kazakhstan
362290,Russia
362590,Russia
362780,Russia
363070,Russia
363410,Kazakhstan
363920,Kazakhstan
363940,Kazakhstan
363970,Kazakhstan
364180,Kazakhstan
364210,Kazakhstan
364280,Kazakhstan
364390,Kazakhstan
364980,Kazakhstan
365010,Kazakhstan
365350,Kazakhstan
366190,Kazakhstan
366390,Kazakhstan
366430,Kazakhstan
366650,Kazakhstan
367290,Kazakhstan
367360,Kazakhstan
367730,Kazakhstan
367770,Kazakhstan
367850,Kazakhstan
367860,Kazakhstan
367960,Kazakhstan
368060,Kazakhstan
368170,Kazakhstan
368190,Kazakhstan
368210,Kazakhstan
368215,Kazakhstan
368370,Kazakhstan
368390,Kazakhstan
368430,Kazakhstan
368460,Kazakhstan
368560,Kazakhstan
368590,Kazakhstan
368640,Kazakhstan
368700,Kazakhstan
368710,Kazakhstan
368720,Kazakhstan
368830,Kazakhstan
368850,Kazakhstan
368890,Kazakhstan
368910,Kazakhstan
368940,Kazakhstan
368970,Kazakhstan
369050,Kazakhstan
369110,Kyrgyzstan
369740,Kyrgyzstan
369820,Kyrgyzstan
370008,Russia
370010,Russia
370180,Russia
370210,Russia
370310,Russia
370360,Russia
370540,Russia
370580,Russia
370610,Russia
370850,Russia
371070,Russia
371260,Russia
371440,Russia
371630,Russia
371710,Russia
371775,Georgia
371930,Russia
372120,Russia
372280,Russia
372350,Russia
372790,Georgia
373080,Georgia
373950,Georgia
374090,Georgia
374630,Russia
374700,Russia
374720,Unknown
374840,Georgia
374960,Georgia
375140,Georgia
375490,Georgia
375491,Georgia
375750,Azerbaijan
376090,Armenia
376210,Georgia
376630,Russia
376750,Azerbaijan
376820,Armenia
376990,Armenia
377040,Armenia
377110,Armenia
377170,Armenia
377352,Russia
377470,Azerbaijan
377490,Azerbaijan
377560,Azerbaijan
377850,Armenia
377870,Armenia
377880,Armenia
377920,Armenia
378010,Armenia
378355,Azerbaijan
378630,Azerbaijan
378635,Azerbaijan
378640,Azerbaijan
378650,Russia
378710,Armenia
378970,Armenia
379590,Azerbaijan
379850,Azerbaijan
380010,Kazakhstan
380020,Kazakhstan
380080,Kazakhstan
380490,Kazakhstan
380510,Kazakhstan
380620,Kazakhstan
380690,Kazakhstan
380990,Kazakhstan
381080,Kazakhstan
381110,Unknown
381410,Uzbekistan
381411,Kazakhstan
381412,Turkmenistan
381413,Tajikistan
381415,Uzbekistan
381417,Uzbekistan
381490,Uzbekistan
381780,Uzbekistan
381910,Kazakhstan
381960,Kazakhstan
381980,Kazakhstan
382010,Kazakhstan
382021,Kazakhstan
382030,Kazakhstan
382070,Kazakhstan
382220,Kazakhstan
382230,Kazakhstan
382290,Kazakhstan
382320,Kazakhstan
382620,Uzbekistan
382640,Uzbekistan
383010,Kazakhstan
383130,Kazakhstan
383160,Kazakhstan
383180,Kazakhstan
383280,Kazakhstan
383285,Kazakhstan
383340,Kazakhstan
383380,Kazakhstan
383410,Kazakhstan
383430,Kazakhstan
383450,Kyrgyzstan
383511,Kazakhstan
383530,Kyrgyzstan
383531,Kyrgyzstan
383880,Turkmenistan
383920,Turkmenistan
383960,Uzbekistan
384030,Uzbekistan
384031,Uzbekistan
384032,Uzbekistan
384130,Uzbekistan
384390,Kazakhstan
384520,Kazakhstan
384570,Uzbekistan
384573,Turkmenistan
384574,Turkmenistan
384620,Uzbekistan
384750,Uzbekistan
385070,Turkmenistan
385110,Turkmenistan
385450,Uzbekistan
385650,Uzbekistan
385670,Uzbekistan
385790,Uzbekistan
385830,Uzbekistan
385980,Tajikistan
385990,Tajikistan
386110,Uzbekistan
386155,Kyrgyzstan
386160,Uzbekistan
386180,Uzbekistan
386470,Turkmenistan
386560,Turkmenistan
386830,Uzbekistan
386870,Turkmenistan
386960,Uzbekistan
387050,Tajikistan
387130,Tajikistan
387150,Tajikistan
387180,Tajikistan
387190,Tajikistan
387250,Tajikistan
387340,Tajikistan
387440,Tajikistan
387500,Turkmenistan
387630,Turkmenistan
387740,Turkmenistan
387990,Turkmenistan
388060,Turkmenistan
388120,Uzbekistan
388360,Tajikistan
388380,Tajikistan
388440,Tajikistan
388460,Tajikistan
388470,Tajikistan
388510,Tajikistan
388560,Tajikistan
388690,Tajikistan
388750,Tajikistan
388780,Tajikistan
388800,Turkmenistan
388860,Turkmenistan
388950,Turkmenistan
389110,Turkmenistan
389150,Turkmenistan
389270,Uzbekistan
389320,Tajikistan
389330,Tajikistan
389440,Tajikistan
389470,Tajikistan
389510,Tajikistan
389540,Afghanistan
389570,Tajikistan
389740,Turkmenistan
389870,Turkmenistan
400010,Syria
400160,Syria
400220,Unknown
400250,Syria
400300,Syria
400660,Syria
400800,Syria
401000,Lebanon
401010,Lebanon
401030,Unknown
401530,Israel
401550,Israel
401761,Israel
401762,Israel
401790,Israel
401800,Israel
401830,Palestine
401900,Israel
401921,Israel
401980,Israel
401990,Jordan
402500,Jordan
402550,Jordan
402600,Jordan
402650,Jordan
402700,Jordan
402720,Jordan
402960,Jordan
403100,Jordan
403400,Jordan
403560,Saudi Arabia
403570,Saudi Arabia
403600,Saudi Arabia
403610,Saudi Arabia
403620,Saudi Arabia
403730,Saudi Arabia
403750,Saudi Arabia
403940,Saudi Arabia
404000,Saudi Arabia
404010,Saudi Arabia
404050,Saudi Arabia
404140,Saudi Arabia
404150,Saudi Arabia
404160,Saudi Arabia
404194,Saudi Arabia
404200,Saudi Arabia
404300,Saudi Arabia
404350,Saudi Arabia
404370,Saudi Arabia
404380,Saudi Arabia
404390,Saudi Arabia
405500,Kuwait
405510,Kuwait
405530,Kuwait
405730,Kuwait
405736,Kuwait
405800,Kuwait
405820,Kuwait
405860,Kuwait
405870,Kuwait
405900,Kuwait
405920,Kuwait
406080,Iraq
406210,Iraq
406230,Iraq
406235,Iraq
406320,Iraq
406330,Iraq
406340,Iraq
406356,Iraq
406370,Iraq
406380,Iraq
406420,Iraq
406450,Iraq
406460,Iraq
406500,Iraq
406506,Iraq
406550,Iraq
406560,Iraq
406570,Iraq
406580,Iraq
406600,Iraq
406620,Iraq
406640,Iraq
406650,Iraq
406660,Iraq
406700,Iraq
406720,Iraq
406740,Iraq
406750,Iraq
406760,Iraq
406800,Iraq
406890,Iraq
406900,Iraq
406910,Iran
407000,Iran
407010,Iran
407030,Iran
407036,Iran
407037,Iran
407040,Iran
407060,Iran
407100,Iran
407120,Iran
407125,Iran
407126,Iran
407130,Iran
407160,Iran
407180,Iran
407190,Iran
407210,Iran
407230,Iran
407260,Iran
407270,Iran
407290,Iran
407300,Iran
407310,Iran
407320,Iran
407350,Iran
407360,Iran
407370,Iran
407380,Iran
407390,Iran
407400,Iran
407430,Iran
407450,Iran
407470,Iran
407540,Iran
407570,Iran
407620,Iran
407630,Iran
407660,Iran
407690,Iran
407801,Iran
407802,Iran
407803,Iran
407804,Iran
407805,Iran
407806,Iran
407807,Iran
407808,Iran
407809,Iran
407822,Iran
407823,Iran
407824,Iran
407825,Iran
407826,Iran
407830,Iran
407850,Iran
407890,Iran
407910,Iran
407920,Iran
407940,Iran
407980,Iran
408000,Iran
408090,Iran
408110,Iran
408120,Iran
408180,Iran
408210,Iran
408270,Iran
408290,Iran
408310,Iran
408330,Iran
408350,Iran
408351,Iran
408352,Iran
408353,Iran
408354,Iran
408355,Iran
408356,Iran
408357,Iran
408361,Iran
408410,Iran
408450,Unknown
408480,Iran
408510,Iran
408530,Iran
408540,Iran
408560,Iran
408580,Iran
408590,Iran
408720,Unknown
408750,Iran
408770,Iran
408790,Iran
408830,Iran
408930,Iran
408980,Unknown
409110,Afghanistan
409380,Afghanistan
409420,Afghanistan
409450,Afghanistan
409480,Afghanistan
409540,Afghanistan
409900,Afghanistan
410240,Saudi Arabia
410320,Saudi Arabia
410360,Saudi Arabia
410550,Saudi Arabia
410610,Saudi Arabia
410840,Saudi Arabia
411120,Saudi Arabia
411140,Saudi Arabia
411280,Saudi Arabia
411360,Saudi Arabia
411500,Unknown
411600,Unknown
411610,Unknown
411670,Unknown
411700,Qatar
411703,Qatar
411705,Qatar
411760,Qatar
411780,Unknown
411840,United Arab Emirates
411940,United Arab Emirates
411945,United Arab Emirates
411960,United Arab Emirates
411980,United Arab Emirates
412160,United Arab Emirates
412161,United Arab Emirates
412162,United Arab Emirates
412163,United Arab Emirates
412164,United Arab Emirates
412165,Unknown
412170,United Arab Emirates
412180,United Arab Emirates
412400,Oman
412420,United Arab Emirates
412440,Oman
412460,Oman
412490,Oman
412500,Oman
412530,Oman
412540,Oman
412550,Oman
412560,Oman
412570,Oman
412580,Oman
412590,Oman
412620,Oman
412630,Oman
412640,Oman
412650,Oman
412660,Oman
412670,Oman
412720,Oman
412750,Oman
412800,Oman
412880,Oman
412900,Oman
412910,Oman
412920,Oman
412950,Oman
413010,Oman
413120,Unknown
413140,Oman
413160,Oman
415080,Pakistan
415150,Pakistan
415205,Pakistan
415235,Pakistan
415300,Pakistan
415350,Pakistan
415360,Pakistan
415600,Pakistan
415710,Pakistan
415730,Pakistan
415925,Pakistan
415940,Pakistan
415980,Pakistan
415990,Pakistan
416000,Pakistan
416200,Pakistan
416240,Pakistan
416300,Pakistan
416400,Pakistan
416410,Pakistan
416600,Pakistan
416750,Pakistan
416780,Pakistan
416850,Pakistan
416960,Pakistan
416970,Pakistan
417000,Pakistan
417100,Pakistan
417120,Pakistan
417150,Pakistan
417180,Pakistan
417250,Pakistan
417390,Pakistan
417440,Pakistan
417460,Pakistan
417490,Pakistan
417560,Pakistan
417590,Pakistan
417640,Pakistan
417680,Pakistan
417800,Pakistan
417850,Pakistan
418500,Bangladesh
418580,Bangladesh
418590,Bangladesh
418621,Bangladesh
418630,Bangladesh
418830,Bangladesh
418860,Bangladesh
418910,Bangladesh
418950,Bangladesh
419070,Bangladesh
419090,Bangladesh
419150,Bangladesh
419220,Bangladesh
419230,Bangladesh
419260,Bangladesh
419290,Bangladesh
419330,Bangladesh
419360,Bangladesh
419390,Bangladesh
419410,Bangladesh
419430,Bangladesh
419470,Bangladesh
419500,Bangladesh
419510,Bangladesh
419530,Bangladesh
419580,Bangladesh
419600,Bangladesh
419630,Unknown
419640,Unknown
419650,Bangladesh
419660,Bangladesh
419780,Bangladesh
419840,Bangladesh
419890,Bangladesh
419920,Bangladesh
419980,Unknown
420270,India
420440,India
420450,India
420560,India
420710,India
420801,India
420810,India
420990,India
421010,India
421030,India
421110,India
421230,India
421310,India
421470,India
421650,India
421700,India
421810,India
421820,India
421890,India
422200,India
422600,India
422730,India
422950,India
422990,India
423090,India
423140,India
423280,India
423390,India
423430,India
423480,India
423610,India
423690,India
423720,India
423790,India
423980,India
424040,India
424100,India
424150,India
424230,India
424350,India
424520,India
424630,India
424790,India
424920,India
424980,India
425000,India
425030,India
425120,India
425160,India
425390,India
425420,India
425590,India
425670,India
425710,India
425870,India
425910,India
426190,India
426230,India
426310,India
426340,India
426470,India
426670,India
426710,India
426750,India
426930,India
427010,India
427051,India
427052,India
427053,India
427055,India
427056,India
427060,India
427240,India
427260,India
427300,Unknown
427310,India
427370,India
427480,India
427540,India
427630,India
427790,India
427980,India
428070,India
428090,India
428120,India
428300,India
428380,India
428400,India
428670,India
428720,India
428740,India
428750,India
428830,India
428860,India
428910,India
428950,India
429010,Unknown
429090,Unknown
429140,India
429210,India
429310,India
429330,India
429370,India
429390,India
429460,India
429710,India
429730,India
430010,India
430030,India
430140,India
430210,India
430290,India
430410,India
430490,India
430530,India
430630,India
430860,India
431050,Unknown
431090,India
431100,India
431170,India
431280,India
431285,India
431470,India
431490,India
431500,India
431570,India
431810,India
431870,India
431890,India
431920,India
431940,India
431971,India
431980,India
432010,India
432011,India
432130,India
432200,India
432210,India
432260,India
432330,India
432370,India
432450,India
432750,India
432780,India
432790,India
432840,India
432950,India
433025,India
433030,India
433110,Unknown
433140,India
433210,India
433290,India
433310,India
433330,Unknown
433440,India
433470,Unknown
433480,India
433530,India
433600,India
433610,Unknown
433630,India
433690,Unknown
433710,India
433720,India
433770,India
433990,Bhutan
434040,Unknown
434130,Unknown
434150,Sri Lanka
434180,Sri Lanka
434210,Sri Lanka
434240,Sri Lanka
434360,Unknown
434410,Sri Lanka
434440,Sri Lanka
434500,Sri Lanka
434660,Sri Lanka
434670,Sri Lanka
434730,Sri Lanka
434750,Sri Lanka
434760,Sri Lanka
434790,Sri Lanka
434860,Sri Lanka
434950,Sri Lanka
434970,Unknown
435330,Unknown
435550,Maldives
435770,Unknown
435880,Unknown
435990,Unknown
442030,Mongolia
442070,Mongolia
442100,Mongolia
442120,Mongolia
442130,Mongolia
442140,Mongolia
442150,Mongolia
442160,Mongolia
442170,Mongolia
442180,Mongolia
442190,Mongolia
442210,Mongolia
442240,Mongolia
442250,Mongolia
442290,Mongolia
442300,Mongolia
442310,Mongolia
442320,Mongolia
442370,Mongolia
442390,Mongolia
442410,Mongolia
442420,Mongolia
442430,Mongolia
442540,Mongolia
442560,Mongolia
442570,Mongolia
442590,Mongolia
442650,Mongolia
442660,Mongolia
442720,Mongolia
442750,Mongolia
442770,Mongolia
442820,Mongolia
442840,Mongolia
442850,Mongolia
442860,Mongolia
442870,Mongolia
442880,Mongolia
442910,Mongolia
442920,Mongolia
442940,Mongolia
442980,Mongolia
443020,Mongolia
443040,Mongolia
443050,Mongolia
443130,Mongolia
443140,Mongolia
443170,Mongolia
443250,Mongolia
443290,Mongolia
443360,Mongolia
443380,Mongolia
443410,Mongolia
443470,Mongolia
443480,Mongolia
443520,Mongolia
443540,Mongolia
443580,Mongolia
443730,Mongolia
443740,Mongolia
443850,Mongolia
443860,Mongolia
444040,Nepal
444060,Nepal
444090,Nepal
444160,Nepal
444180,Nepal
444240,Nepal
444290,Nepal
444340,Nepal
444380,Nepal
444490,Nepal
444540,Nepal
444620,Nepal
444740,Nepal
444770,Nepal
444780,Nepal
450070,Unknown
450110,Macao S.A.R
450320,Hong Kong S.A.R.
450350,Unknown
450390,Hong Kong S.A.R.
450440,Unknown
450450,Unknown
466860,Taiwan
466960,Taiwan
467400,Taiwan
467403,Taiwan
467430,Taiwan
467700,Taiwan
470030,North Korea
470050,North Korea
470080,North Korea
470140,China
470160,China
470200,North Korea
470220,North Korea
470250,North Korea
470280,North Korea
470310,North Korea
470311,China
470312,China
470350,North Korea
470370,North Korea
470390,North Korea
470410,North Korea
470460,North Korea
470500,North Korea
470520,North Korea
470550,Unknown
470580,North Korea
470600,Unknown
470610,North Korea
470650,North Korea
470670,North Korea
470680,North Korea
470690,North Korea
470700,North Korea
470750,North Korea
470900,South Korea
470920,South Korea
470950,South Korea
470970,South Korea
470980,South Korea
470990,South Korea
471000,South Korea
471010,South Korea
471020,South Korea
471040,South Korea
471050,South Korea
471060,South Korea
471080,South Korea
471100,South Korea
471105,South Korea
471110,South Korea
471120,South Korea
471131,South Korea
471140,South Korea
471150,South Korea
471190,South Korea
471210,South Korea
471220,South Korea
471270,South Korea
471280,South Korea
471290,South Korea
471300,Unknown
471310,South Korea
471330,South Korea
471350,South Korea
471360,South Korea
471370,South Korea
471380,South Korea
471400,Unknown
471410,South Korea
471420,South Korea
471430,South Korea
471450,South Korea
471460,South Korea
471500,South Korea
471520,South Korea
471530,South Korea
471540,South Korea
471550,South Korea
471560,South Korea
471570,South Korea
471590,South Korea
471620,South Korea
471630,South Korea
471650,Unknown
471680,Unknown
471690,South Korea
471700,Unknown
471710,South Korea
471720,South Korea
471730,South Korea
471740,South Korea
471750,South Korea
471820,South Korea
471840,South Korea
471850,Unknown
471880,South Korea
471890,South Korea
471920,South Korea
474010,Japan
474020,Japan
474040,Unknown
474050,Japan
474060,Unknown
474070,Japan
474090,Japan
474110,Unknown
474120,Japan
474130,Japan
474170,Japan
474180,Japan
474200,Japan
474210,Japan
474230,Japan
474240,Japan
474250,Japan
474260,Japan
474280,Unknown
474300,Japan
474330,Japan
474340,Japan
474350,Japan
474400,Japan
474410,Japan
474740,Japan
474760,Japan
474770,Japan
474790,Japan
474810,Japan
474830,Japan
474880,Unknown
474890,Japan
474900,Japan
474905,Japan
475120,Japan
475150,Japan
475200,Japan
475420,Japan
475450,Japan
475490,Japan
475530,Japan
475570,Japan
475690,Japan
475700,Japan
475730,Japan
475740,Japan
475750,Japan
475760,Japan
475800,Japan
475810,Japan
475820,Japan
475830,Japan
475840,Japan
475850,Japan
475870,Japan
475874,Japan
475880,Japan
475900,Japan
475910,Japan
475920,Japan
475950,Japan
475970,Japan
475980,Japan
476000,Japan
476020,Japan
476040,Japan
476050,Japan
476060,Japan
476070,Japan
476100,Japan
476120,Japan
476150,Japan
476160,Japan
476170,Japan
476180,Japan
476200,Japan
476220,Japan
476240,Japan
476260,Japan
476290,Japan
476310,Japan
476320,Japan
476340,Japan
476345,Japan
476350,Japan
476360,Japan
476370,Japan
476380,Japan
476390,Japan
476400,Japan
476410,Japan
476420,Japan
476430,Japan
476435,Japan
476480,Japan
476490,Japan
476510,Japan
476530,Japan
476540,Japan
476550,Japan
476560,Japan
476570,Japan
476580,Japan
476610,Japan
476620,Japan
476630,Japan
476660,Unknown
476680,Japan
476700,Japan
476710,Japan
476713,Japan
476720,Japan
476740,Japan
476741,Japan
476742,Japan
476750,Japan
476770,Unknown
476780,Japan
476790,Japan
476800,Japan
476810,Japan
476820,Japan
476830,Japan
476840,Japan
476860,Japan
476870,Unknown
476880,Japan
476900,Japan
476920,Japan
477040,Japan
477070,Japan
477090,Japan
477150,Japan
477270,Japan
477350,Japan
477390,Japan
477400,Japan
477410,Japan
477420,Japan
477430,Japan
477440,Japan
477460,Japan
477470,Japan
477473,Japan
477500,Japan
477540,Japan
477550,Japan
477560,Japan
477590,Japan
477610,Japan
477620,Japan
477641,Japan
477650,Japan
477660,Japan
477670,Japan
477680,Japan
477690,Japan
477700,Japan
477710,Japan
477720,Japan
477740,Japan
477760,Japan
477770,Japan
477780,Unknown
477790,Japan
477800,Japan
477820,Japan
477830,Japan
477840,Japan
477860,Unknown
477870,Japan
477880,Japan
477890,Japan
477900,Japan
477930,Japan
477940,Japan
477990,Japan
478000,Japan
478030,Japan
478050,Japan
478070,Japan
478080,Japan
478090,Japan
478100,Japan
478120,Japan
478123,Unknown
478130,Japan
478140,Japan
478150,Japan
478170,Japan
478180,Japan
478190,Japan
478220,Japan
478230,Japan
478240,Japan
478270,Unknown
478290,Japan
478300,Japan
478310,Japan
478350,Japan
478360,Japan
478370,Japan
478380,Japan
478400,Japan
478430,Japan
478440,Japan
478500,Japan
478510,Japan
478520,Unknown
478530,Japan
478540,Japan
478550,Unknown
478560,Japan
478570,Unknown
478700,Japan
478720,Japan
478724,Unknown
478800,Japan
478810,Japan
478820,Japan
478830,Japan
478870,Japan
478900,Unknown
478910,Japan
478920,Japan
478930,Japan
478950,Japan
478970,Japan
478980,Japan
478990,Japan
479090,Japan
479110,Japan
479120,Unknown
479170,Unknown
479180,Japan
479270,Japan
479276,Japan
479290,Japan
479300,Japan
479310,Japan
479330,Japan
479360,Japan
479400,Japan
479420,Unknown
479425,Japan
479450,Japan
479455,Unknown
479710,Unknown
479810,Japan
479910,Japan
480010,Myanmar
480040,Myanmar
480080,Myanmar
480100,Myanmar
480180,Myanmar
480190,Myanmar
480200,Myanmar
480250,Myanmar
480300,Myanmar
480310,Myanmar
480330,Myanmar
480350,Myanmar
480370,Myanmar
480420,Myanmar
480450,Myanmar
480480,Myanmar
480510,Myanmar
480530,Myanmar
480570,Myanmar
480600,Myanmar
480620,Myanmar
480640,Myanmar
480710,Myanmar
480720,Myanmar
480740,Myanmar
480750,Myanmar
480770,Myanmar
480780,Myanmar
480800,Myanmar
480850,Unknown
480870,Myanmar
480930,Myanmar
480940,Myanmar
480950,Myanmar
480960,Myanmar
480970,Myanmar
480990,Myanmar
481010,Myanmar
481030,Unknown
481070,Myanmar
481080,Myanmar
481090,Unknown
481100,Unknown
481120,Unknown
483000,Thailand
483020,Thailand
483030,Thailand
483031,Thailand
483033,Thailand
483034,Thailand
483040,Thailand
483070,Thailand
483100,Thailand
483150,Thailand
483240,Thailand
483250,Thailand
483270,Thailand
483280,Thailand
483290,Thailand
483300,Thailand
483310,Thailand
483330,Thailand
483340,Thailand
483500,Thailand
483510,Thailand
483520,Thailand
483530,Thailand
483540,Thailand
483550,Thailand
483560,Thailand
483565,Thailand
483570,Thailand
483580,Thailand
483600,Thailand
483720,Thailand
483730,Thailand
483740,Thailand
483750,Thailand
483760,Thailand
483770,Thailand
483780,Thailand
483790,Thailand
483800,Thailand
483810,Thailand
483820,Thailand
483830,Thailand
483840,Thailand
483850,Thailand
483860,Thailand
483870,Thailand
483900,Thailand
484000,Thailand
484010,Thailand
484020,Thailand
484030,Thailand
484040,Thailand
484050,Thailand
484070,Thailand
484075,Thailand
484076,Thailand
484080,Thailand
484090,Thailand
484130,Thailand
484150,Thailand
484160,Thailand
484180,Thailand
484190,Thailand
484200,Thailand
484210,Thailand
484250,Thailand
484260,Thailand
484270,Thailand
484290,Thailand
